sentence,label
"Mi ̀ nh nghe yaourt de ̉ o đa ̃ lâu nên ti ̀ m trên Foody thâ ́ y giơ ́ i thiê ̣ u nên đê ́ n ăn thư ̉ . Order 2 yaourt : 1 viê ̣ t quâ ́ t , 1 xoa ̀ i . Thâ ́ y viê ̣ t quâ ́ t ngon hơn . Ăn ke ̀ m ha ̣ t topping , tha ̣ ch vs đa ́ . Ngo ̣ t vư ̀ a . Yaourt vừa de ̉ o , vư ̀ a chua di ̣ u . Gia ́ cg vư ̀ a pha ̉ i . Lâ ̀ n tơ ́ i nhâ ́ t đi ̣ nh se ̃ thư ̉ nhiê ̀ u mo ́ n kha ́ c . Không_gian qua ́ n thoa ́ ng ma ́ t .
",1
"Xem hình trên website thấy không_gian là thấy mê rồi . Vào xem sơ qua các món ăn thấy cũng hấp_dẫn quá nên quyết_tâm đi liền cho nóng . Gọi điện book chỗ trước , nên khi tới cũng không phải chờ_đợi gì .
 Phục_vụ rất tốt và chu_đáo . Bữa đó bạn mình bị cảm nhẹ , sổ_mũi , nhân_viên chuẩn_bị cho khăn giấy và mọi thứ rất chu_đáo . Cho 10 điểm về phục_vụ .
 Về không_gian thì không cần phải bàn_cãi rồi . Thiết_kế của tòa nhà GEM center là đỉnh nhất hiện_nay rồi . Cho 10 điểm về vị_trí và không_gian .
 Về giá_cả và chất_lượng thì so với giá tiền này thì chất_lượng vậy_là ok . Điểm trừ là vỉ nướng do nướng quá nhìu hải_sản từ tôm tới ốc tới cua , nên bị ám mùi hải_sản . Làm cho món thịt của mình có mùi hải_sản bám vào . Trừ 1 điểm về chất_lượng . Sự phong_phú của các món ăn cũng tạm ổn . 8 Điểm .
 Nói_chung là phục_vụ vẫn là trên_hết , chắc_chắn sẽ quay lại vì không_gian và sự phục_vụ .
",1
"Mình mua hộp Matcha_One Life về tự pha thấy rất tiện_dụng và tiết_kiệm . Loại_Matcha latte này hoàn_toàn không giống như trà sữa vì mùi_vị nhẹ_nhàng thanh_thanh của lá trà và kem . Và đặc_biệt thích nhất_là uống Matcha vừa ngon lại vừa đẹp da .
",1
"Quán cơm chay ngon bổ rẻ nằm trong một cái đình có bán sách và đĩa kinh Phật . Đồng giá 10k hoặc ăn gọi món theo ý_muốn thì tính thêm . Như mình ăn đĩa thập câ ̉ m đặc_biệt 20k rất nhiều món ngon . Quán bình_dân bán rẻ luôn đắt . Co ́ các bé sinh_viên bán rất dễ_thương . Vừa ăn vừa nghe kinh Phật rất thanh ti ̣ nh . Có lẩu chay từ_từ sẽ thử
",1
"Giá hạt_dẻ , nước uống ngon nhắm . 3 người uống chưa tới 90k luôn . Do mình tới khá trễ nên hết đồ_ăn mất_tiêu : (
 View cực đẹp luôn . Bên trong quán là shop bán túi nữa . Túi cũng đẹp lắm 😂
",1
"Không_gian : không to nhưng kha ́ thoa ́ ng ma ́ t va ̀ trang tri ́ râ ́ t hơ ̣ p nha ̃ n .
 Phu ̣ c vu ̣ : nhiê ̣ t ti ̀ nh , tre ̉ trung , chu đa ́ o . Mâ ́ y ba ̣ n nhân_viên cươ ̀ i râ ́ t tươi va ̀ lu ́ c na ̀ o cu ̃ ng không đê ̉ ly cu ̉ a kha ́ ch hê ́ t tra ̀ . ; )
 Thư ́ c ăn : thươ ̀ ng mi ̀ nh đi ăn mâ ́ y qua ́ n kiê ̉ u vâ ̣ y thi ̀ gia ́ kha ́ cao ma ̀ thư ́ c ăn thi ̀ râ ́ t i ́ t , nên khi va ̀ o MiYa , vơ ́ i tâm ly ́ đo ́ nên mi ̀ nh vơ ́ i con ba ̣ n go ̣ i kha ́ nhiê ̀ u mo ́ n , ăn cho no luôn . Ai de ̀ khi nhân_viên đem ra thi ̀ thư ́ c ăn nhiê ̀ u la ̀ m mi ̀ nh nga ̣ c nhiên ha ́ hô ́ c mô ̀ m luôn . Thư ́ c ăn nhiê ̀ u ma ̀ ngon đê ́ n nô ̃ i pha ̉ i xuy ́ t xoa nhâ ́ t la ̀ ca ́ tươi ngon la ̣ i ngo ̣ t ma ́ t ăn va ̀ o sa ̉ ng khoa ́ i , mê_ly luôn . ^ ^ Ăn đê ́ n nô ̃ i no xăng bu ̣ ng ma ̀ vâ ̃ n muô ́ n ăn nư ̃ a . Hi ́ hi ́ . Thi ́ ch ca ́ i tâm cu ̉ a ngươ ̀ i đâ ̀ u bê ́ p lă ́ m luôn .
",1
"Quán nướng này ướp đồ_ăn khỏi chê
 Mình rất là thích kim_chi của quán , có vị chua , cay , ngọt rất_chi_là kích_thích vị_giác .  
 Phục_vụ niềm_nở , dễ_thương .
 Giá ổn . Vị_trí cũng dễ tìm .
",1
"Các món nướng rất ngon , dễ   ăn
 Món lẩu miễn chê : 3  
 Không_gian quán rất thú_vị , thân_thiện
 Nhạc rất hay
 Các đồ_dùng ăn_uống cũng rất độc_đáo
 Mình đặc_biệt ấn_tượng bát dùng để ăn lẩu , rất unique \ m /
 < a class = ' hashtag-link ' href = ' / ho-chi-minh/hashtag/DAVsLeaders2015-189874 ' > # DAVsLeaders2015 </a>
",1
"Tiệm đẹp mà mắc quá nên chỉ đi cho_biết thoyyyy , gặp đi mà hết chỗ phải ngồi bàn k đẹp cũng hăm du ̀ i t mà bù cái selfie ở đây siêu đẹp : ) ) Tuy_nhiên đc ngồi chỗ đẹp cũng vui hơn
",1
"Ở đây đang có combo giá khá mềm chỉ với 40k à , mình với bạn kêu 2 phần 1 phần là cơm cá sốt và phần kia là mì ý sốt kem . Đồ_ăn ở đây khá ngon , món ăn được đặt trong chảo nóng nên ngồi ăn lâu nhưng cơm vẫn còn nóng . Nói_chung mình thấy khá ổn . À đang có chương_trình check - in được tặng ly trà đào đó . : ) Tính ra giá quá mềm
",1
"Bánh ở đây rất ngon và dễ ăn , ship miễn_phí tận hoà khánh cơ
",1
"Đến quán lần thứ 3 nhưng hôm_nay mới đăng ảnh feedback . Được giới_thiệu vài món xem như đặc_sản như mực sốt thái và cơm zulu : món sốt thái vừa mang ra thì thấy một đống ớt ai cũng sảng cả nhưng ăn có vị chua và hơi the the cũng ngon , mực mình thấy quán này rất tươi , ăn ngon còn món cơm zulu mới ra thì thơm_phức luôn , đáng để thử đấy . Ăn 5 món tổng hóa_đơn hơn 600tr mình thấy giá cũng tạm ổn . Không_gian rộng_rãi và lịch_sự .
",1
"Quán khá rộng_rãi , phục_vụ chu_đáo , hươg vị khá ngon nhưng ít .
",1
"- Nóng_nực mua 1 ly trà sữa uyên_ương Hongkong 12k ngọt_mát về uống là thích_hợp nhất
 Đc : 108/22C Trần_Quang_Diệu p14 Q3 TPHCM   ( đối_diện chùa Kim_Cương ) . Quán trà sữa Indo và quán chay Hoa_Tâm là 1 nhé - Mở_cửa : 8h sáng tới 8h tối .
 ( Hướng_dẫn đường đi tới quán TRÀ_SỮA_INDO - HONGKONG dễ_dàng hơn . .
 "" Cách 1 "" : Các bạn đi tới đường Trần_Quang_Diệu Q3 thì tìm ngay tới hẻm 108 có cái bảng ghi Chùa_Kim_Cương phía trên , quẹo vào cuối đường quẹo phải rồi sau đó quẹo trái 1 lần nữa sẽ thấy ngay 1 ngôi chùa rất đẹp và to ngay bên tay_trái , và quán này nằm đối_diện ngôi chùa đó . .
 "" Cách 2 "" : tới Family_Mart số 129 Huỳnh_Văn_Bánh quận Phú_Nhuận , kế bên có 1 cái đường nhỏ quẹo vào , chạy vào thẳng đường nhỏ đó tới gần cuối đường sẽ thấy chùa Kim_Cương và nhìn đối_diện chùa sẽ thấy ngay quán "" Trà sữa Indo - HongKong "" aka quán chay Hoa_Tâm là nó nhé
",1
"Mình đi hơn 1 tuần rồi mà vẫn còn lâng_lâng , chuyến 3 ngày 2 đêm thực_sự chưa đã tí nào nhưng để lại trong mình cực_kỳ nhiều ấn_tượng đẹp .
 Phòng_ốc và trang_thiết_bị khỏi chê luôn , khung_cảnh thì xem hình sẽ biết , Foody chỉ cho up 20 hình max , mình còn rất nhiều , rất nhiều hình đẹp muốn chia_sẻ .
 Nhân_viên và dịch_vụ thì số 1 , dĩ_nhiên chi_phí trên trời nhưng mình cảm_thấy đáng đồng_tiền so với chi_phí các resort khác , hihihi .
 Phòng mình không thuộc loại cao_cấp nhưng được_cái_là bao_gồm ăn sáng buffet , lúc đi ăn mình bị choáng_ngợp với đa_dạng hơn 100 món ăn , bài_trí nên tập_trung chuyên_môn ăn , không thèm chụp luôn , nước uống hơn 20 loại từ trà , cafe , sữa , nước ép , sinh_tố , etc .
 Bãi_biển và khu sảnh tắm nắng number 1 nhé ! Nước xanh_mát , sạch và lành không_thể tưởng , bãi rộng thoáng , vòi tắm nước_ngọt thiết_kế tuyệt_vời , phải nói là thiên_đường !
 Đây chắc_chắn là nơi mình sẽ ghi vào danh_sách địa_điểm honeymoon của mình , hì_hì ...
",1
"Hôm nhà mình đi chơi ở Ecopark lên ghé vào đây ăn , nhà_hàng rất đông khách nên không còn bàn để ngồi , may_mà đúng lúc có bàn vừa ăn xong nên nhà mình vào luôn . Các anh_chị nhân_viên ở đây mặc áo_bà_ba trông rất đẹp . Món gà lên mâm được bày_biện đẹp_mắt với bên ngoài là gà trộn chua_ngọt , bên trong là xôi trắng rắc chút hành phi vàng . Gà ở đây là gà đông cảo nên ăn rất ngon , da giòn sần_sật , chắc thịt , trộn cùng hành_tây thơm và khá vừa_miệng . Nộm hoa chuối cũng được trang_trí đẹp không kém , súp ăn cũng ổn . Nhà mình rất thích món gà lên mâm nên thỉnh_thoảng cuối tuần lại ra đây ăn đổi gió .
",1
"Vừa_mới đến quán là thấy thích ngay chiếc vespa dc treo trước cửa
 Không_gian mở , thoáng_đãng , mát_mẻ . Quán cũng hưởng_ứng phong_trào world_cup ^ _ ^ sơn bàn toàn màu cờ : pháp , ý , anh ... .
 Ghế_ngồi siu đã , xếp_bằng ngồi dựa lưng thoải_mái vô_cùng_tận . Tầng lửng ko có mái , chỉ có cái màn kéo , buổi tối ngồi hưởng gió chời phê dã_man ^ _ * . Hình_như quán còn có phòng lạnh , vì lúc đi lên lầu mình có thấy ng ngồi trong mà ko biết fong rộng hay chật . Quán decor vespa từ cổ đến hiện_đại , thoải_mái leo lên tự sướng
 Nước uống ngon , đậm_đà , giá_cả ok mà mình có xài e card nên dc dícount ; nhân_viên thân_thiện lắm
 Một địa_điểm lý_tưởng , siu thích quán nên sẽ ghé lại nhìu nhìu lần nữa
",1
"Quán đúng nghĩa cho cà_phê đêm khuya , tụ_tập bạn_bè vào đêm lý_tưởng . Cà_phê tự_phục_vụ , order tính tiền rồi_ra bàn ngồi , nhân_viên mang nước ra bàn cho khách
 Không_gian yên_tĩnh , tâm_sự bạn_bè khá hợp_lý
 Nhân_viên dễ_thương , niềm_nở với khách
 Đồng_phục của nhân_viên khá đẹp , dễ_thương , thích cái tạp_dề nhất
 Món nước khá ngon , cà_phê nguyên_chất 100% . Thích nhất món nào có hazelnut và matcha đá xay
",1
"Quán được thiết_kế rất tinh_tế , mỗi khu_vực tạo cho mình rất nhìu cảm_xúc khi tham_quan từng khu để chọn chỗ ngồi ... . . Nhân_viên rất niềm_nở , vui_vẻ , phục_vụ tận_tình , đồ_ăn ngon , thơm , món phi_lê cá_hồi sốt chanh dây này ăn rất lạ_miệng ăn_không có cảm_giác ngán ... yogurt trái_cây thì trang_trí bắt_mắt , giá_cả thì ổn . Nơi này rất thích_hợp cho mình làm_việc , thả hồn vào thiên_nhiên thì còn gì bằng .
",1
"Không_gian đẹp , rất thích_hợp với những bạn trẻ cá_tính đam_mê chụp hình : D
",1
"Trưa nay ghé qua quán_ăn thử cheesecake , bước vào quán ấn_tượng về cách trang_trí khác trang_nhã nhưng cũng sang ko kém ^ ^ ~ ; ấn_tượng thứ 2 là người mở_cửa cho mình vào là 1 anh_chàng người Tây nói rất rành tiếng việt ; ấn_tượng thứ 3 tất_nhiên là về bánh rồi : 3
 Đầu_tiên phải nói đến là Cheesecake có màu vàng nhạt rất đẹp , được chế sốt ( siro ) lên trên nhìn rất bắt_mắt , vừa đẹp vừa ... thèm ^ ^ ~ . Về chất_lượng thì khỏi phải chê lun , mình tìm được đúng mùi cheesecake mà mình cần , ko quá ngọt cũng ko quá béo , đặc_biệt là bánh có mùi của phô_mai tươi , rất thích ^ ^ ~
 Mình ké với bạn_trai , ăn 2 phần bánh vs uống 1 ly soda chanh , đc tính thành 1 phần combo là 55k ( rẻ đc 10k : 3 )
",1
"Quán này mình biết từ năm_ngoái hồi mới mở , bingsu từ lúc đấy đến giờ vẫn ngon như_thế nhưng giá hơi tăng 1 tẹo rồi : ) ) hôm_nay vừa đi ăn về quán mới có thêm rất nhiều loại bingsu mới , hôm nào sẽ thử hết các loại đấy ạ . Điểm trừ duy_nhất là hồi mới mở quán đc phục_vụ theo đúng kiểu Hàn luôn , nhưng_mà bây_giờ vì quán quá đông nên phục_vụ không còn được như trước nữa : (
",1
"Hôm_qua tình_cờ ghé quán và đúng lúc quán vừa giới_thiệu món Phá lấu , nghe tên là_lạ thế_là cũng thử một suất . Cảm_giác sao nhỉ . Trời lạnh ăn món nóng nóng , có bánh_mì chấm kèm , có dùng thêm với gia_vị gì đó có vị chua_chua , ngon . < 3
",1
"không_gian ở đây thật tuyệt_vời , thoáng rộng , buổi_sáng thì chắc là nhiều ánh_sáng tự_nhiên lắm luôn , quán có nhiều không_gian khác_nhau , mỗi góc đều rất đặc_biệt , 1 phần vì cấu_trúc của quán . đồ_ăn thức uống ở đây rất được chăm_chút tùng tí cho bề_ngoài , hương_vị rất đậm_đà và ngon , nhân_viên khá quan_tâm đến khách cảm_thấy rất hài lobgf và còn đến dài_dài ^ ^ .
",1
"Phục_vụ + đồ_ăn rất chuẩn .
 .
 Đồ Ấn ăn đc nhưng thích hay ko thì tùy khẩu_vị mỗi người . Với mình thì cảm_giác nguyên_liệu quen_thuộc nhưng trộn kiểu khác thôi : ) ) ) ) Bánh_Nan mình thấy y_hệt đế pizza . Cà_ri thì thịt nấu nhừ ( ko đậm_đà đc như mình ) , chỉ_được_cái gia_vị lạ . Món thịt nướng ( kebab ) cũng hơi bã với khẩu_vị của mình
",1
"Bắp xào ở đây rất ngon nè , vị đặc_biệt khác hẳn những chỗ còn lại vì là kiểu bắp xào của người Hoa . Giá 10k / hộp thường và 15k / hộp có trứng . Bắp ở đây có nước sốt rất ngon , hành phi , tóp_mỡ , tôm khô , hành , bơ ... hầu_như đầy_đủ trong 1 hộp . bắp mềm và thơm , ăn có vị ngọt của nước bắp . Có bán cả bắp thường và bắp mỹ nhưng ngon nhất vẫn là bắp mỹ . Các bạn nên đến tầm 6-7h tối vì khoảng 8h là cô đã bán hết sạch rồi . Chỗ này đối_diện Ốc hẻm chùa Thiện_Mỹ nên rất dễ tìm nha .
",1
": ) ) ) Có một điều kì_lạ là mình thấy quán món gì cũng cho lá bạc_hà lên trên ... nhìn trông kì ... . : P_Được cái món cơm đùi gà ngon hết_sẩy
",1
"Quán đẹp , đồ_ăn ngon , nhân_viên lịch_sự . Mình sẽ quay lại .
",1
"Cheesecake ở đây râ ́ t la ̀ ngon . Cực ky ̀ thi ́ ch va nghiê ̀ n luôn .
 View cu ̃ ng râ ́ t la ̀ đe ̣ p .
 Nhân_viên cực ky ̀ thân thiê ̣ n va ̀ mi ̀ nh râ ́ t thi ́ ch chủ tiê ̣ m nguoi nuoc ngoa ̀ i , no ́ i đc tiê ́ ng viê ̣ t râ ́ t ra ̀ nh luôn ; )
 Lâu_lâu la ̣ i đuoc bf mua ba ́ nh va ̀ mô ̃ i lâ ̀ n mua se ̃ đc ti ́ ch 1 dâ ́ u mô ̣ c đc 10 stick thì đô ̉ i đc 1phâ ̀ n ba ́ nh mới . : )
",1
"Món nào cũng ngon , thích món ăn_ở đây ko thể tả nổi ! ! bao ngon bao rẻ
 Ngon nhất vẫn là kem dừa nướng bangkok , cơm trộn Thái , hot lunch - cơm xèo_xèo
",1
"Quán bán đồ_ăn cực_kỳ ngon , ăn hoài không ngán mà < a class = ' hashtag-link ' href = ' / ho-chi-minh/hashtag/com-tam-ba-muoi-188086 ' > # cơm tấm bà mười </a>
",1
"Ghé quán 3 lần , mỗi lần là ăn 1 loại bánh khác_nhau . Menu tuy không đa_dạng nhưng rất hấp_dẫn , bánh crepes mặn ở đây , nhân bánh được làm vừa ăn_không gây ngán như ở những chỗ khác ; bánh crepes ngọt thì theo mình ăn có_lẽ hơi ngọt 1 tý nếu dùng kèm nước trà chắc sẽ đỡ ngọt hơn . Không_gian quán tuy hơi nhỏ nhưng rất yên_tĩnh và thoải_mái . Nhân_viên phục_vụ tận_tình , lúc mình chọn phần combo bánh crepes ngọt được tư_vấn rất là chi_tiết . Quán nằm hơi khuất đường 1 tý , nếu bạn nào muốn đến quán dùng thử thì mình khuyên bạn nên chạy chậm lại chút sẽ thấy được quán .
",1
"Mình tới đây nhiều lần rồi . Và lần nào cũng được phục_vụ rất tốt nhé : P 
 Dắt xe_khách qua chỗ mát vào buổi_trưa nè , khoá xe cho khách nè dù lúc mình vào chỉ có mỗi mình và xe thôi : v
 Máy_lạnh always , nhạc_nhẹ vừa nghe , ko ồn_ào như nhiều quán khác : 3
 Sạch_sẽ , đẹp_đẽ , có cả sách , piano nữa cơ ~
 Đồ_ăn đồ uống : hợp túi_tiền sinh_viên lắm híhí , lại ngon lắm nhé . Mình ăn qua mì ý thịt bò bằm , tsữa thái luôn là món mình chọn khi tới đây
 Nghe_đâu matcha ngon , sẽ có lúc thử : v
 Túm lại , XUẤT_SẮCCCC < 3
",1
"Lâu_lâu ghé qua Hot & Cold uống , vẫn trung_thành với combo 2 của quán , lần này gọi thêm khúc bạch phô_mai , vị khúc bạch béo_béo thơm thơm ăn rất ngon .
 Nhân_viên của quán cũng thân_thiện và dễ_thương .
 Chỉ có quán đông khách thì ồn quá nhưng được_cái cũng vui nếu học_hành gì thì khó tập_trung được
",1
"Đây là điểm hẹn quen_thuộc của mình . Bún_chả cá ở đây rất ngon . Nước_dùng được nấu từ xương_cá nên thanh & ngọt . Giá_cả bình_dân 20k / tô với 5-6 miếng chả cá & 1 miếng cá hấp . Phục_vụ chu_đáo & vui_vẻ . Có bán thêm bánh_canh giò heo & bò kho .
",1
"Nhìn từ ngoài thấy quán có quầy ăn nhanh ăn vặt , bước do hỏi thử mới biết đằng sau là khu ăn_uống rộng_rãi , sạnh sẽ và lịch_sự
 Quán trang_trí bắt_mắt với nhứng chiếc quầy hang kiểu đường_phố , bàn_ghế bài_trí thoag , không_gian khá ok để bạn giao_lưu bạn_bè khi đi chơi hay vào thưởng_thức ẩm_thực thái .
 Đồ_ăn thì không nhiều món lắm giá_cả tầm 100k mấy món chính . Mình có chụp menu quán .
 Pad thái ngon đậm_đà thịt tôm ăn quện vào nhau .
 Tomyum ko được nóng và ít cay thik cái vị béo chua nhẹ của nó , có 2 bé tôm_càng xanh_tươi và ngon lun
 Cơm gì mắm ruốc trag trí bắt_mắt ăn lạ_lạ vì ko hợp mắm ruốc nên mình ko chan .
 Nước uống gọi 2 ly soda hawai với gì wên tên xanh đỏ cho e nhỏ nó mê
 Nhân_viên thân thiễn , nhanh .
 Nhạc bật chán thiệt luôn góp y chân_thành quán
",1
"Phải nói là vừa ngon vừa bổ vừa rẻ ! ! ! ! ! Thịt bò rất mềm , quán ướp rất vừa ăn , trứng cũng vừa chính . Đặc_biệt salad trộn ( gồm rau salad và cà_chua bi ) ở đây rất là ngon . Quán phục_vụ rất tận_tình , cô chủ quán rất dễ_thương vui_vẻ lại biết cả tiếng anh nữa ! ! ! . Salad trộn là free các bạn nhé ! ! muốn ăn nhiêu cũng được . Yogurt đá ở đây cũng rất là ngon , rất mịn và béo , quán để rất nhiều yogurt ! Quán đối_diện Trung_tâm anh ngữ Gia_Việt nên thường hay có người nước_ngoài đến ăn . Giá cũng rất hợp_lý , phần như hình gia chỉ 25k . yogurt đá một ly có 10k ! !
",1
"Coffee takeaway là thứ giải_khát không_thể thiếu đối_với sinh_viên bọn mình rồi . nhất_là với thời_tiết nóng_nực như_thế_này thử một ly coffee takeawy là sự lựa_chọn sáng_suốt . Vừa mát vựa ngọt dịu , nếu muốn thưởng_thức hương_vị đậm_đà và thơm mát các bạn nên ghé cửa_hàng Urban_Station_Coffee_Takeaway - Phố_Huế thưởng_thức . Mình tin rằng các bạn sẻ thấy rỏ ngay
",1
"Quán có nhiều thức uống đa_dạng và rất ư là ngon . Không_gian quán tạo cảm_giác ấm_cúng và dễ_thương cho các thực_khách đến uống . Bạn sẽ được phục_vụ tận_tình và giới_thiệu rõ về từng thức uống . Quán đáng để đến uống cùng bạn_bè ! ! !
",1
"Chung_qui mình vẫn không thích thái_độ dịch_vụ ở Huế lắm nhưng khi ăn_uống ở đây thì cảm_thấy thân_thiện thật !
 Dù khi lang_thang mua đồ quanh chợ thấy rất khó_chịu với thái_độ của người bán mấy đồ_đạc ở đây , nhưng khi tìm được khu ăn_uống và chén no_nê thì cảm_thấy đỡ nhiều phần !
 Bạn mình và mình càn_quét gần hết các đặc_sản , ấn_tượng với bún nghệ , ăn cay vãi chưởng cơ_mà chắc hợp với khẩu_vị của người Huế chứ không hợp với mình . Tuy_nhiên đây vẫn là một món mọi người nên ăn thử 😁 .
 Bánh_xèo được cho vào luôn nước_mắm ăn khá là_lạ , thịt xiên que cũng siêu ngon !
 Giá_cả ở Huế thì chắc không phải bàn rồi , rẻ lắm các bạn cứ ăn thoải_mái đê !
",1
"Cá_nhân mình thấy ở đây view đẹp lắm lắm ý , như kiểu bãi_biển thu nhỏ vậy , mình uống Chocomint với Caramel gì đó k nhớ nữa thấy ngon lắm đang km mua 1 nước đc tặng 1 nước bất_kỳ đồng giá khi check in trên foody , thành_ra đi uống rẻ bèo , còn giá đó ngày thường thì cũng bthg như các quán coffee khác thôi mà , hôm mình đi trời mưa_gió ngồi tầng 2 ngắm đướng phố với quán vắng ngồi lầy mặt tới khi ac nv phải lên bảo xin_phép quán đóng_cửa cơ_mà : 3
 Nhất_định còn quay lại vì thích biển thích kg cả đồ uống của quán : 3 mỗi_tội hơi xa nhà mình đi_lại cx hơi bata tiện nhưng cx có bus đi qua vì đối_diện bộ y_tế : ) )
",1
"Hôm_nay lên foody tìm xem chỗ nào gần nhà gọi ship được thì thấy quán nè . Mặc_dù không thấy có ghi là nhận delivery nhưng mình vẫn gọi thử_hỏi xem . Cuối_cùng lại được hihi . Gọi lúc 12 rưỡi hơn mà đến 1h đã có rồi . Bình_thường giờ này quán nào cũng đông khách nên sẽ ship lâu lắm . Mình gọi 1 mì đen 1 gimbab chiên . Lúc đến_nơi vẫn nóng như ăn tại cửa_hàng ý . Đóng họp rất gọn_gàng sạch_sẽ đầy_đủ . Ăn thì ngonnnnnn lắm ! Bác ship đồ cũng rất hiền và lịch_sự . Rất ưng ! ! !
",1
"Phải nói là kem ngon nhất mình từng ăn cho_đến hiện_tại bây h .
 Mới bc vô quán thấy đủ vị kem hết là đã sướng điên cả ng r . Muốn ăn hết tất_cả cho_biết nhưg ko ăn nổi chỉ ăn dc 7 vị thôi à . Kem dai dai nhai đã dễ_sợ mà_lại lâu bị tan nữa chứ . Vị nào ra vị đó hoàn_toàn ko giống nhau ăn ko biết ngán và rất tuyệt_vời .
 Quán siu dễ_thương . Vừa ngồi ăn vừa ngắm sông r nhìn ra đường . Thích dễ_sợ .
 Giá_cả thì hơi cao tí nhưg tiền_nào_của_nấy thôi . Đối vs mìnhđã là đồ_ăn ngon và mình thích thì dù có mắc như_thế_nào mình vẫn chấp_nhận .
 Sẽ lần_lượt ăn tất_cả những vị kem của BR !
 Nhắc đến là đã thấy thèm r huhu
",1
"Đây là một nơi bạn dùng cafe hoặc ăn sáng combo dành cho 02 người chỉ có 60k với 01 phần thức_ăn và thức uống cafe đen / sữa .
 Bên_cạnh đó bạn có_thể đọc sách nhâm_nhi ly bia mát bên sông , hoặc thưởng_thức thú câu cá bên sông hương cùng bạn_bè .
 Chỉ cách TP Huế 3km bạn có_thể thư_giãn trong một ốc_đảo xanh phương_tiện xe_máy hoặc thuyền trên sông .
",1
"Không_gian rất đẹp , sang_trọng và cổ_kính . Ánh đèn_vàng nhìn rất lãng_mạn . Phòng âm_thanh rất tốt , gửi xe không mất phí .
",1
"Mình ăn_ở đây 5 năm rồi , mỗi tuần 2 lần đều_đặn nên phải nói là ghiền bún_bò ở đây nấu . Nhưng 1 năm gần đây phong_độ hơi thất_thường nhưng để tìm quán nước_lèo ngon , thịt bò mềm và chả cực ngon như quá bà o là điều rất khó . Ngay cả ra Huế mình ăn cũng vẫn thấy_bà O nấu ngon hơn , chắc quen khẩu_vị rồi
",1
"Trong tuần đầu khai_trương với gần trường nên học xong mình với bạn_bè có ghé lại để ăn . Nhân_viên phục_vụ rất là tận_tình chu_đáo dễ_thương nữa . Nhóm mình đi 5 người kêu 2 cái pizza size L đợi khoảng 15 ' là có . Pizza nhìn rất là hấp_dẫn mà ngon đã_vậy còn đc anh_chị phục_vụ cho thêm bột phô_mai mà ko cần xin . Nói_chung là cực thích điểm nhiệt_tình ở nhân_viên mà góp_ý lại với quản_lý chút chị ấy ko hề cười như mấy anh_chị phục_vụ trong nhà_hàng
",1
"Trà sữa thái 2 tầng uống cũng bthg . Quán tuy k rộng , 1 tầng nhưng thiết_kế vẫn rat đẹp . Năm trong 1 con phố sau giờ tan_tầm rat yên_tĩnh . Yên_bình !
",1
"Đâu cần phải lên tận Đà_Lạt để ăn bánh_tráng nướng 10k đâu !
 Ở ngay Cần_Thơ nè mà nhâm_nhi cái bánh_tráng nướng thơm ngon chỉ với 6k ^ ^
 Địa_điểm này thì quá quen_thuộc với teen Châu_Văn_Liêm và Đoàn_Thị_Điểm nè . Xe_đẩy bánh_tráng nướng của hai mẹ_con cô này đậu đối_diện cổng lớn trường Châu_Văn_Liêm , rất dễ thấy .
 Chỉ cần tấp vào và gọi bánh là cô ấy làm ngay trước mặt mình . Bánh được nướng trên than giòn_rụm , thêm 1 cái trứng , ruốc , hành , xịt thêm mayonaise , tương_ớt . Ngon ghê á ^ ^ Mùi_vị thì không chê vào đâu được ! Rất là ngon và dễ ăn , dễ thèm .
 Hai mẹ_con cô này bán đã lâu rồi , rất hiền , mọi người nhớ ủng_hộ nha !
",1
"1 tô như này mà 15kkk , tin được ko , ăn no lắm luôn mà_lại ngon nữa , sa tế cực cay nữa làm cho món bún gạo trộn này càng đậm_đà . Sinh_viên như mình h đây kiếm đc 1 chỗ ngon / no/rẻ rồi . Chắc_chắn sẽ qua đây thường_xuyên . Quán bán khá nhiều món ăn vặt
 < a class = ' hashtag-link ' href = ' / ho-chi-minh/hashtag/NO-4999 ' > # NO< / a > < a class = ' hashtag-link ' href = ' / ho-chi-minh/hashtag/ngon-4569 ' > # ngon </a> < a class = ' hashtag-link ' href = ' / ho-chi-minh/hashtag/chay-226 ' > # chay </a>
",1
"Beefsteak chất_lượng và ngon , ngon nhất_là bò sốt BBQ , khoai_tây nghiền thơm mùi bơ ăn ko ngấy , salat có sốt ăn rất vừa_miệng , tuy_nhiên một phần bò chỉ có nửa ổ mì , giá_cả phù_hợp , phục_vụ tốt và không_gian sang_trọng
",1
